name,asian_indian,chinese,filipino,japanese,korean,vietnamese
AKARI,0,0,0,5.964482468910937e-4,0,0
AKASAKA,0,0,0,3.206711004790827e-5,0,0
AKASH,9.548565062861387e-4,0,0,0,0,0
AKASHDEEP,7.957137552384489e-5,0,0,0,0,0
AKASHI,0,0,0,1.9240266028744957e-5,0,0
AKATSUKI,0,0,0,3.206711004790827e-5,0,0
AKBAR,3.713330857779428e-4,0,0,0,0,0
AKBARALI,2.652379184128163e-5,0,0,0,0,0
AKBER,2.652379184128163e-5,0,0,0,0,0
AKEHIRO,0,0,0,1.9240266028744957e-5,0,0
AKEMI,0,2.91587694999271e-5,0,6.09275090910257e-4,0,0
AKENO,0,0,0,6.413422009581653e-6,0,0
AKEO,0,0,0,3.206711004790827e-5,0,0
AKHIL,6.896185878733223e-4,0,0,0,0,0
AKHILA,1.3261895920640813e-4,0,0,0,0,0
AKHILESH,2.9176171025409797e-4,0,0,0,0,0
AKHLAQ,5.304758368256326e-5,0,0,0,0,0
AKHTAR,3.1828550209537956e-4,0,0,0,0,0
AKI,5.304758368256326e-5,2.91587694999271e-5,0,0.001128762273686371,3.219471362802227e-5,0
AKIBA,0,0,0,6.413422009581653e-6,0,0
AKICHIKA,0,0,0,1.9240266028744957e-5,0,0
AKIE,0,0,0,1.0261475215330645e-4,0,0
AKIFUMI,0,0,0,1.4109528421079638e-4,0,0
AKIHA,0,0,0,1.9240266028744957e-5,0,0
AKIHARU,0,0,0,3.206711004790827e-5,0,0
AKIHIDE,0,0,0,1.0261475215330645e-4,0,0
AKIHIKO,0,0,0,9.940804114851561e-4,6.438942725604455e-5,0
AKIHIRA,0,0,0,1.2826844019163307e-5,0,0
AKIHIRO,0,0,0,0.001481500484213362,0,0
AKIHISA,0,0,0,2.437100363641028e-4,0,0
AKIHITO,0,0,0,3.5915163253657254e-4,0,0
AKIHO,0,0,0,1.2826844019163308e-4,0,0
AKIJI,0,0,0,1.9240266028744957e-5,0,0
AKIKA,0,0,0,1.9240266028744957e-5,0,0
AKIKAZU,0,0,0,3.8480532057489915e-5,0,0
AKIKO,0,2.91587694999271e-5,1.35685210312076e-4,0.002603849335890151,0,0
AKILAN,2.652379184128163e-5,0,0,0,0,0
AKIMASA,0,0,0,1.4750870622037802e-4,0,0
AKIME,0,0,0,6.413422009581653e-6,0,0
AKIMI,0,0,0,4.489395406707157e-5,0,0
AKIMICHI,0,0,0,1.2826844019163307e-5,0,0
AKIMITSU,0,0,0,9.620133014372479e-5,0,0
AKIMOTO,0,0,0,1.2826844019163307e-5,0,0
AKINA,0,2.91587694999271e-5,0,7.696106411497983e-5,0,0
AKINARI,0,0,0,3.8480532057489915e-5,0,0
AKINO,0,0,0,5.772079808623488e-5,0,0
AKINOBU,0,0,0,1.9240266028744957e-4,0,0
AKINORI,0,0,0,4.7459322870904236e-4,0,0
AKIO,0,1.166350779997084e-4,0,0.002257524547372742,6.438942725604455e-5,0
AKIOMI,0,0,0,1.9240266028744957e-5,0,0
AKIRA,2.652379184128163e-5,5.83175389998542e-5,0,0.00842723652059029,9.658414088406685e-5,1.67000668002672e-4
