GEOID,asian_indian,chinese,filipino,japanese,korean,vietnamese
27057,1.606108351281594e-6,3.7846066800200207e-6,3.7413451632399912e-6,0,4.744013055523929e-6,1.597963980826563e-6
27059,2.156774071720998e-5,1.3246123380070071e-5,3.0611005881054474e-6,3.9757321310719365e-6,1.3554323015782653e-6,2.6632733013776048e-6
27061,3.4416607527462732e-6,4.021144597521272e-6,8.162934901614526e-6,0,1.2198890714204388e-5,5.85920126303073e-6
27063,0,0,1.4285136077825421e-5,3.9757321310719365e-6,4.744013055523929e-6,0
27065,0,9.461516700050052e-7,1.1224035489719975e-5,0,5.421729206313061e-6,1.597963980826563e-6
27067,2.2944405018308487e-7,1.655765422508759e-6,4.081467450807263e-6,5.300976174762583e-6,6.777161507891327e-5,5.3265466027552095e-6
27069,0,0,2.0407337254036316e-6,0,0,0
27071,0,0,6.462323463778167e-6,2.6504880873812914e-6,1.4909755317360919e-5,2.1306186411020837e-6
27073,0,0,4.421589738374535e-6,0,8.132593809469592e-6,0
27075,0,0,1.7006114378363596e-6,0,0,5.3265466027552095e-6
27079,8.489429856774141e-6,1.1826895875062565e-6,9.523424051883614e-6,5.300976174762583e-6,2.304234912683051e-5,2.6632733013776048e-6
27081,1.1472202509154245e-6,0,0,0,6.777161507891327e-6,0
27083,1.5602195412449772e-5,5.676910020030031e-6,7.822812614047255e-6,1.3252440436906457e-6,2.846407833314357e-5,1.0653093205510419e-6
27085,4.5888810036616974e-7,2.933070177015516e-5,1.2924646927556333e-5,3.843207726702872e-5,2.3720065277619644e-5,6.391855923306252e-6
27087,0,2.365379175012513e-6,0,7.951464262143873e-6,0,0
27089,4.5888810036616974e-7,0,4.421589738374535e-6,3.9757321310719365e-6,4.744013055523929e-6,0
27091,0,1.2063433792563815e-5,7.822812614047255e-6,0,4.066296904734796e-6,1.0653093205510419e-6
27093,0,1.1826895875062565e-6,6.802445751345439e-7,0,0,2.1306186411020838e-5
27095,7.801097706224886e-6,5.440372102528779e-6,4.081467450807263e-6,0,1.3554323015782653e-6,1.171840252606146e-5
27097,4.5888810036616974e-7,9.461516700050052e-7,1.9727092678901774e-5,0,2.033148452367398e-6,1.4381675827439066e-5
